production_id,production_date,product_type,production_line,shift,operator_id,machine_id,material_batch,quantity_produced,quantity_defective,defect_type,defect_rate,inspection_result,defect_cost,day_of_week,month,week_number
418,2024-05-29,Product_B,Line_2,Night,OP019,M003,BATCH044,149,5,Crack,3.36,Pass,2500,Wednesday,May,22
419,2024-05-29,Product_D,Line_1,Afternoon,OP010,M002,BATCH019,117,1,Dent,0.85,Pass,500,Wednesday,May,22
420,2024-05-29,Product_B,Line_3,Morning,OP015,M009,BATCH031,274,11,Crack,4.01,Pass,5500,Wednesday,May,22
421,2024-05-30,Product_D,Line_1,Night,OP004,M002,BATCH033,173,7,Scratch,4.05,Pass,3500,Thursday,May,22
422,2024-05-30,Product_D,Line_1,Afternoon,OP004,M009,BATCH011,130,3,Dent,2.31,Pass,1500,Thursday,May,22
423,2024-05-30,Product_B,Line_2,Morning,OP010,M008,BATCH004,184,5,Crack,2.72,Pass,2500,Thursday,May,22
424,2024-05-30,Product_D,Line_3,Morning,OP008,M004,BATCH015,204,8,Dent,3.92,Pass,4000,Thursday,May,22
425,2024-05-30,Product_D,Line_1,Night,OP017,M005,BATCH018,218,10,Crack,4.59,Pass,5000,Thursday,May,22
426,2024-05-31,Product_D,Line_2,Morning,OP005,M006,BATCH005,182,6,Surface_Finish,3.3,Pass,3000,Friday,May,22
427,2024-05-31,Product_B,Line_3,Morning,OP007,M005,BATCH020,216,7,Crack,3.24,Pass,3500,Friday,May,22
428,2024-06-01,Product_D,Line_3,Morning,OP003,M007,BATCH017,169,6,Scratch,3.55,Pass,3000,Saturday,June,22
429,2024-06-02,Product_B,Line_3,Night,OP008,M005,BATCH039,195,10,Dimension_Error,5.13,Fail,5000,Sunday,June,22
430,2024-06-02,Product_A,Line_2,Night,OP013,M004,BATCH013,183,5,Surface_Finish,2.73,Pass,2500,Sunday,June,22
431,2024-06-02,Product_A,Line_2,Morning,OP009,M007,BATCH023,227,6,Dimension_Error,2.64,Pass,3000,Sunday,June,22
432,2024-06-02,Product_A,Line_2,Afternoon,OP003,M008,BATCH043,129,2,Dimension_Error,1.55,Pass,1000,Sunday,June,22
433,2024-06-03,Product_B,Line_1,Morning,OP013,M009,BATCH037,117,7,Dent,5.98,Fail,3500,Monday,June,23
434,2024-06-03,Product_C,Line_1,Afternoon,OP017,M009,BATCH049,221,9,Scratch,4.07,Pass,4500,Monday,June,23
435,2024-06-04,Product_B,Line_2,Morning,OP011,M008,BATCH037,112,3,Crack,2.68,Pass,1500,Tuesday,June,23
436,2024-06-04,Product_B,Line_1,Night,OP018,M006,BATCH025,173,5,Dimension_Error,2.89,Pass,2500,Tuesday,June,23
437,2024-06-04,Product_B,Line_3,Night,OP009,M009,BATCH050,276,12,Crack,4.35,Pass,6000,Tuesday,June,23
438,2024-06-04,Product_A,Line_2,Afternoon,OP003,M009,BATCH031,289,10,Surface_Finish,3.46,Pass,5000,Tuesday,June,23
439,2024-06-04,Product_B,Line_2,Afternoon,OP015,M004,BATCH014,200,4,Surface_Finish,2.0,Pass,2000,Tuesday,June,23
440,2024-06-05,Product_D,Line_3,Night,OP006,M001,BATCH032,267,10,Dent,3.75,Pass,5000,Wednesday,June,23
441,2024-06-05,Product_B,Line_2,Afternoon,OP001,M006,BATCH030,125,1,Crack,0.8,Pass,500,Wednesday,June,23
442,2024-06-06,Product_C,Line_1,Night,OP012,M006,BATCH007,272,13,Crack,4.78,Pass,6500,Thursday,June,23
443,2024-06-06,Product_B,Line_3,Night,OP019,M009,BATCH012,282,14,Crack,4.96,Pass,7000,Thursday,June,23
444,2024-06-06,Product_A,Line_3,Morning,OP002,M008,BATCH047,279,11,Dent,3.94,Pass,5500,Thursday,June,23
445,2024-06-06,Product_A,Line_2,Morning,OP017,M002,BATCH021,101,2,Dent,1.98,Pass,1000,Thursday,June,23
446,2024-06-06,Product_D,Line_2,Night,OP019,M008,BATCH006,269,17,Crack,6.32,Fail,8500,Thursday,June,23
447,2024-06-07,Product_C,Line_2,Night,OP019,M001,BATCH044,283,14,Scratch,4.95,Pass,7000,Friday,June,23
448,2024-06-08,Product_C,Line_3,Night,OP002,M003,BATCH023,118,7,Dent,5.93,Fail,3500,Saturday,June,23
449,2024-06-08,Product_B,Line_1,Night,OP020,M001,BATCH005,239,7,Dent,2.93,Pass,3500,Saturday,June,23
450,2024-06-09,Product_D,Line_3,Night,OP005,M001,BATCH041,209,7,Surface_Finish,3.35,Pass,3500,Sunday,June,23
451,2024-06-09,Product_D,Line_1,Morning,OP009,M006,BATCH026,260,7,Dent,2.69,Pass,3500,Sunday,June,23
452,2024-06-09,Product_D,Line_1,Morning,OP018,M004,BATCH032,200,2,Scratch,1.0,Pass,1000,Sunday,June,23
453,2024-06-10,Product_B,Line_1,Morning,OP013,M002,BATCH012,145,6,Scratch,4.14,Pass,3000,Monday,June,24
454,2024-06-10,Product_D,Line_2,Morning,OP004,M005,BATCH026,115,4,Crack,3.48,Pass,2000,Monday,June,24
455,2024-06-10,Product_D,Line_3,Morning,OP007,M006,BATCH009,241,13,Scratch,5.39,Fail,6500,Monday,June,24
456,2024-06-10,Product_C,Line_3,Night,OP017,M009,BATCH004,220,19,Scratch,8.64,Fail,9500,Monday,June,24
457,2024-06-11,Product_C,Line_1,Afternoon,OP006,M007,BATCH027,181,4,Surface_Finish,2.21,Pass,2000,Tuesday,June,24
458,2024-06-11,Product_B,Line_3,Afternoon,OP015,M007,BATCH026,160,7,Dent,4.38,Pass,3500,Tuesday,June,24
459,2024-06-11,Product_C,Line_3,Morning,OP008,M005,BATCH034,232,5,Dimension_Error,2.16,Pass,2500,Tuesday,June,24
460,2024-06-11,Product_C,Line_3,Night,OP012,M004,BATCH035,275,22,Scratch,8.0,Fail,11000,Tuesday,June,24
461,2024-06-12,Product_D,Line_1,Morning,OP020,M007,BATCH008,297,11,Dimension_Error,3.7,Pass,5500,Wednesday,June,24
462,2024-06-13,Product_D,Line_1,Night,OP018,M006,BATCH029,119,7,Surface_Finish,5.88,Fail,3500,Thursday,June,24
463,2024-06-13,Product_A,Line_2,Morning,OP014,M008,BATCH032,225,8,Surface_Finish,3.56,Pass,4000,Thursday,June,24
464,2024-06-14,Product_B,Line_3,Morning,OP002,M006,BATCH046,192,4,Surface_Finish,2.08,Pass,2000,Friday,June,24
465,2024-06-14,Product_B,Line_2,Morning,OP015,M001,BATCH027,288,6,Crack,2.08,Pass,3000,Friday,June,24
466,2024-06-15,Product_C,Line_1,Morning,OP013,M007,BATCH007,245,4,Surface_Finish,1.63,Pass,2000,Saturday,June,24
467,2024-06-15,Product_B,Line_1,Afternoon,OP003,M009,BATCH016,243,5,Surface_Finish,2.06,Pass,2500,Saturday,June,24
468,2024-06-15,Product_A,Line_3,Morning,OP018,M008,BATCH016,202,11,Crack,5.45,Fail,5500,Saturday,June,24
469,2024-06-15,Product_D,Line_2,Night,OP003,M008,BATCH001,236,7,Surface_Finish,2.97,Pass,3500,Saturday,June,24
470,2024-06-15,Product_A,Line_3,Night,OP012,M003,BATCH011,273,8,Crack,2.93,Pass,4000,Saturday,June,24
471,2024-06-15,Product_D,Line_1,Morning,OP017,M001,BATCH042,258,6,Surface_Finish,2.33,Pass,3000,Saturday,June,24
472,2024-06-16,Product_D,Line_2,Morning,OP012,M003,BATCH014,172,5,Dimension_Error,2.91,Pass,2500,Sunday,June,24
473,2024-06-16,Product_D,Line_3,Morning,OP020,M009,BATCH047,152,4,Dent,2.63,Pass,2000,Sunday,June,24
474,2024-06-16,Product_C,Line_1,Afternoon,OP001,M005,BATCH042,218,2,Crack,0.92,Pass,1000,Sunday,June,24
475,2024-06-16,Product_C,Line_3,Morning,OP015,M002,BATCH030,202,8,Dimension_Error,3.96,Pass,4000,Sunday,June,24
476,2024-06-17,Product_B,Line_3,Morning,OP017,M004,BATCH015,113,2,Crack,1.77,Pass,1000,Monday,June,25
477,2024-06-17,Product_C,Line_2,Afternoon,OP012,M003,BATCH009,117,3,Dent,2.56,Pass,1500,Monday,June,25
478,2024-06-18,Product_A,Line_1,Night,OP009,M005,BATCH035,113,6,Surface_Finish,5.31,Fail,3000,Tuesday,June,25
479,2024-06-19,Product_C,Line_2,Morning,OP012,M007,BATCH044,120,2,Crack,1.67,Pass,1000,Wednesday,June,25
480,2024-06-19,Product_D,Line_1,Afternoon,OP013,M004,BATCH035,246,5,Dimension_Error,2.03,Pass,2500,Wednesday,June,25
481,2024-06-19,Product_A,Line_3,Morning,OP017,M009,BATCH007,201,8,Scratch,3.98,Pass,4000,Wednesday,June,25
482,2024-06-20,Product_C,Line_3,Morning,OP007,M006,BATCH002,239,6,Dimension_Error,2.51,Pass,3000,Thursday,June,25
483,2024-06-20,Product_D,Line_2,Afternoon,OP011,M001,BATCH012,115,4,Dimension_Error,3.48,Pass,2000,Thursday,June,25
484,2024-06-21,Product_C,Line_2,Afternoon,OP002,M007,BATCH048,114,2,Dent,1.75,Pass,1000,Friday,June,25
485,2024-06-21,Product_A,Line_2,Night,OP017,M003,BATCH046,224,10,Scratch,4.46,Pass,5000,Friday,June,25
486,2024-06-21,Product_B,Line_3,Afternoon,OP004,M008,BATCH007,268,6,Dimension_Error,2.24,Pass,3000,Friday,June,25
487,2024-06-22,Product_A,Line_3,Night,OP013,M004,BATCH047,287,8,Crack,2.79,Pass,4000,Saturday,June,25
488,2024-06-23,Product_C,Line_2,Night,OP017,M008,BATCH009,161,4,Crack,2.48,Pass,2000,Sunday,June,25
489,2024-06-24,Product_C,Line_1,Afternoon,OP015,M008,BATCH035,138,5,Dimension_Error,3.62,Pass,2500,Monday,June,26
490,2024-06-25,Product_B,Line_3,Afternoon,OP004,M003,BATCH010,205,8,Scratch,3.9,Pass,4000,Tuesday,June,26
491,2024-06-26,Product_A,Line_3,Night,OP016,M009,BATCH028,111,6,Surface_Finish,5.41,Fail,3000,Wednesday,June,26
492,2024-06-26,Product_A,Line_1,Morning,OP006,M003,BATCH007,291,8,Dent,2.75,Pass,4000,Wednesday,June,26
493,2024-06-26,Product_A,Line_2,Afternoon,OP018,M008,BATCH014,177,7,Dent,3.95,Pass,3500,Wednesday,June,26
494,2024-06-26,Product_C,Line_2,Night,OP006,M004,BATCH011,221,13,Dent,5.88,Fail,6500,Wednesday,June,26
495,2024-06-26,Product_D,Line_3,Afternoon,OP008,M009,BATCH030,279,8,Dent,2.87,Pass,4000,Wednesday,June,26
496,2024-06-26,Product_C,Line_2,Morning,OP003,M009,BATCH036,141,5,Scratch,3.55,Pass,2500,Wednesday,June,26
497,2024-06-28,Product_B,Line_2,Night,OP019,M006,BATCH040,130,3,Scratch,2.31,Pass,1500,Friday,June,26
498,2024-06-28,Product_A,Line_3,Morning,OP004,M008,BATCH031,294,10,Crack,3.4,Pass,5000,Friday,June,26
499,2024-06-28,Product_A,Line_1,Afternoon,OP015,M006,BATCH019,137,2,Dent,1.46,Pass,1000,Friday,June,26
500,2024-06-29,Product_B,Line_2,Morning,OP013,M007,BATCH042,247,5,Dimension_Error,2.02,Pass,2500,Saturday,June,26
501,2024-06-29,Product_B,Line_1,Night,OP003,M008,BATCH002,127,3,Surface_Finish,2.36,Pass,1500,Saturday,June,26
502,2024-06-30,Product_A,Line_2,Afternoon,OP001,M004,BATCH024,160,3,Dent,1.88,Pass,1500,Sunday,June,26
503,2024-07-01,Product_D,Line_2,Morning,OP010,M008,BATCH045,183,4,Surface_Finish,2.19,Pass,2000,Monday,July,27
504,2024-07-02,Product_C,Line_1,Morning,OP001,M003,BATCH024,289,7,Scratch,2.42,Pass,3500,Tuesday,July,27
505,2024-07-02,Product_D,Line_1,Morning,OP010,M001,BATCH023,274,6,Surface_Finish,2.19,Pass,3000,Tuesday,July,27
506,2024-07-02,Product_B,Line_2,Morning,OP008,M004,BATCH028,178,2,Scratch,1.12,Pass,1000,Tuesday,July,27
507,2024-07-03,Product_C,Line_1,Morning,OP007,M007,BATCH012,148,6,Scratch,4.05,Pass,3000,Wednesday,July,27
508,2024-07-03,Product_B,Line_1,Morning,OP020,M003,BATCH038,110,1,Dimension_Error,0.91,Pass,500,Wednesday,July,27
509,2024-07-03,Product_B,Line_3,Morning,OP009,M008,BATCH013,112,3,Surface_Finish,2.68,Pass,1500,Wednesday,July,27
510,2024-07-04,Product_D,Line_3,Afternoon,OP018,M004,BATCH028,221,4,Surface_Finish,1.81,Pass,2000,Thursday,July,27
511,2024-07-04,Product_D,Line_2,Morning,OP008,M009,BATCH018,288,13,Scratch,4.51,Pass,6500,Thursday,July,27
512,2024-07-04,Product_D,Line_2,Night,OP003,M001,BATCH048,130,4,Dimension_Error,3.08,Pass,2000,Thursday,July,27
513,2024-07-04,Product_A,Line_2,Morning,OP011,M005,BATCH047,286,3,Scratch,1.05,Pass,1500,Thursday,July,27
514,2024-07-04,Product_A,Line_2,Afternoon,OP016,M001,BATCH041,290,7,Dent,2.41,Pass,3500,Thursday,July,27
515,2024-07-04,Product_C,Line_2,Night,OP020,M008,BATCH047,107,2,Crack,1.87,Pass,1000,Thursday,July,27
516,2024-07-05,Product_D,Line_1,Night,OP007,M008,BATCH018,293,10,Crack,3.41,Pass,5000,Friday,July,27
517,2024-07-05,Product_A,Line_1,Morning,OP009,M001,BATCH019,197,3,Dent,1.52,Pass,1500,Friday,July,27
518,2024-07-06,Product_C,Line_3,Morning,OP015,M009,BATCH047,151,7,Surface_Finish,4.64,Pass,3500,Saturday,July,27
519,2024-07-06,Product_D,Line_3,Morning,OP011,M006,BATCH038,270,6,Crack,2.22,Pass,3000,Saturday,July,27
520,2024-07-06,Product_C,Line_1,Afternoon,OP010,M008,BATCH028,143,2,Dent,1.4,Pass,1000,Saturday,July,27
521,2024-07-07,Product_C,Line_2,Afternoon,OP019,M002,BATCH015,100,2,Scratch,2.0,Pass,1000,Sunday,July,27
522,2024-07-07,Product_B,Line_3,Night,OP019,M007,BATCH025,150,12,Crack,8.0,Fail,6000,Sunday,July,27
523,2024-07-09,Product_B,Line_3,Night,OP007,M005,BATCH010,287,8,Crack,2.79,Pass,4000,Tuesday,July,28
524,2024-07-10,Product_B,Line_3,Afternoon,OP011,M003,BATCH023,175,8,Dent,4.57,Pass,4000,Wednesday,July,28
525,2024-07-10,Product_C,Line_1,Afternoon,OP014,M002,BATCH004,246,3,Crack,1.22,Pass,1500,Wednesday,July,28
526,2024-07-11,Product_C,Line_3,Morning,OP020,M005,BATCH045,289,6,Crack,2.08,Pass,3000,Thursday,July,28
527,2024-07-11,Product_A,Line_2,Afternoon,OP014,M001,BATCH049,125,2,Dimension_Error,1.6,Pass,1000,Thursday,July,28
528,2024-07-11,Product_B,Line_2,Afternoon,OP017,M009,BATCH032,116,1,Crack,0.86,Pass,500,Thursday,July,28
529,2024-07-11,Product_C,Line_1,Night,OP009,M006,BATCH038,124,4,Dent,3.23,Pass,2000,Thursday,July,28
530,2024-07-11,Product_B,Line_3,Night,OP004,M006,BATCH046,265,10,Crack,3.77,Pass,5000,Thursday,July,28
531,2024-07-11,Product_B,Line_3,Morning,OP008,M008,BATCH046,267,6,Dent,2.25,Pass,3000,Thursday,July,28
532,2024-07-13,Product_D,Line_3,Afternoon,OP014,M007,BATCH010,128,8,Scratch,6.25,Fail,4000,Saturday,July,28
533,2024-07-13,Product_A,Line_2,Night,OP010,M001,BATCH016,109,4,Scratch,3.67,Pass,2000,Saturday,July,28
534,2024-07-14,Product_C,Line_2,Morning,OP014,M002,BATCH030,133,2,Dimension_Error,1.5,Pass,1000,Sunday,July,28
535,2024-07-14,Product_D,Line_2,Afternoon,OP015,M001,BATCH031,177,5,Dimension_Error,2.82,Pass,2500,Sunday,July,28
536,2024-07-14,Product_D,Line_2,Night,OP006,M009,BATCH041,189,12,Surface_Finish,6.35,Fail,6000,Sunday,July,28
537,2024-07-14,Product_C,Line_2,Afternoon,OP012,M001,BATCH046,286,7,Scratch,2.45,Pass,3500,Sunday,July,28
538,2024-07-15,Product_C,Line_3,Night,OP019,M004,BATCH036,106,9,Dent,8.49,Fail,4500,Monday,July,29
539,2024-07-15,Product_A,Line_2,Afternoon,OP013,M003,BATCH002,291,9,Surface_Finish,3.09,Pass,4500,Monday,July,29
540,2024-07-16,Product_B,Line_3,Afternoon,OP012,M004,BATCH049,189,6,Dent,3.17,Pass,3000,Tuesday,July,29
541,2024-07-17,Product_A,Line_3,Afternoon,OP005,M008,BATCH039,173,4,Dimension_Error,2.31,Pass,2000,Wednesday,July,29
542,2024-07-17,Product_B,Line_1,Night,OP017,M002,BATCH014,109,5,Dent,4.59,Pass,2500,Wednesday,July,29
543,2024-07-17,Product_B,Line_2,Afternoon,OP014,M003,BATCH011,290,8,Dent,2.76,Pass,4000,Wednesday,July,29
544,2024-07-17,Product_D,Line_2,Night,OP017,M006,BATCH004,222,7,Surface_Finish,3.15,Pass,3500,Wednesday,July,29
545,2024-07-17,Product_A,Line_1,Afternoon,OP005,M001,BATCH037,287,5,Scratch,1.74,Pass,2500,Wednesday,July,29
546,2024-07-18,Product_C,Line_2,Morning,OP017,M003,BATCH046,100,1,Dent,1.0,Pass,500,Thursday,July,29
547,2024-07-18,Product_B,Line_3,Afternoon,OP019,M003,BATCH048,225,8,Dent,3.56,Pass,4000,Thursday,July,29
548,2024-07-18,Product_C,Line_1,Afternoon,OP008,M005,BATCH043,281,4,Dent,1.42,Pass,2000,Thursday,July,29
549,2024-07-19,Product_A,Line_2,Morning,OP007,M006,BATCH014,149,2,Scratch,1.34,Pass,1000,Friday,July,29
550,2024-07-19,Product_B,Line_1,Morning,OP020,M005,BATCH009,129,3,Crack,2.33,Pass,1500,Friday,July,29
551,2024-07-19,Product_D,Line_1,Afternoon,OP009,M007,BATCH038,203,4,Crack,1.97,Pass,2000,Friday,July,29
552,2024-07-19,Product_D,Line_2,Afternoon,OP003,M001,BATCH003,184,6,Dimension_Error,3.26,Pass,3000,Friday,July,29
553,2024-07-19,Product_A,Line_3,Morning,OP004,M001,BATCH008,121,2,Dimension_Error,1.65,Pass,1000,Friday,July,29
554,2024-07-20,Product_C,Line_1,Night,OP020,M004,BATCH028,244,10,Dimension_Error,4.1,Pass,5000,Saturday,July,29
555,2024-07-20,Product_A,Line_2,Morning,OP010,M009,BATCH017,278,8,Dimension_Error,2.88,Pass,4000,Saturday,July,29
556,2024-07-20,Product_A,Line_1,Night,OP005,M005,BATCH038,285,10,Surface_Finish,3.51,Pass,5000,Saturday,July,29
557,2024-07-20,Product_B,Line_3,Night,OP017,M001,BATCH028,298,8,Surface_Finish,2.68,Pass,4000,Saturday,July,29
558,2024-07-21,Product_B,Line_1,Afternoon,OP007,M009,BATCH037,174,4,Dent,2.3,Pass,2000,Sunday,July,29
559,2024-07-21,Product_B,Line_3,Morning,OP008,M004,BATCH016,230,10,Dimension_Error,4.35,Pass,5000,Sunday,July,29
560,2024-07-22,Product_C,Line_3,Morning,OP001,M007,BATCH023,292,18,Dent,6.16,Fail,9000,Monday,July,30
561,2024-07-22,Product_B,Line_1,Afternoon,OP002,M007,BATCH017,267,7,Dimension_Error,2.62,Pass,3500,Monday,July,30
562,2024-07-22,Product_D,Line_2,Afternoon,OP018,M009,BATCH011,192,6,Dent,3.12,Pass,3000,Monday,July,30
563,2024-07-22,Product_D,Line_1,Afternoon,OP009,M002,BATCH019,137,3,Scratch,2.19,Pass,1500,Monday,July,30
564,2024-07-23,Product_A,Line_2,Night,OP008,M008,BATCH010,172,6,Surface_Finish,3.49,Pass,3000,Tuesday,July,30
565,2024-07-23,Product_A,Line_1,Morning,OP002,M003,BATCH012,282,6,Dent,2.13,Pass,3000,Tuesday,July,30
566,2024-07-23,Product_D,Line_1,Morning,OP017,M009,BATCH014,260,10,Crack,3.85,Pass,5000,Tuesday,July,30
567,2024-07-23,Product_B,Line_2,Afternoon,OP004,M003,BATCH020,296,4,Dimension_Error,1.35,Pass,2000,Tuesday,July,30
568,2024-07-24,Product_D,Line_1,Night,OP002,M006,BATCH015,298,16,Dent,5.37,Fail,8000,Wednesday,July,30
569,2024-07-25,Product_B,Line_2,Afternoon,OP004,M005,BATCH001,180,3,Crack,1.67,Pass,1500,Thursday,July,30
570,2024-07-25,Product_C,Line_1,Morning,OP009,M001,BATCH022,167,3,Dent,1.8,Pass,1500,Thursday,July,30
571,2024-07-26,Product_D,Line_3,Morning,OP005,M001,BATCH046,177,7,Dent,3.95,Pass,3500,Friday,July,30
572,2024-07-26,Product_A,Line_2,Night,OP001,M007,BATCH022,253,12,Scratch,4.74,Pass,6000,Friday,July,30
573,2024-07-27,Product_A,Line_2,Morning,OP013,M004,BATCH006,230,6,Scratch,2.61,Pass,3000,Saturday,July,30
574,2024-07-28,Product_D,Line_3,Night,OP017,M006,BATCH028,131,9,Surface_Finish,6.87,Fail,4500,Sunday,July,30
575,2024-07-28,Product_B,Line_1,Morning,OP009,M004,BATCH034,184,3,Dent,1.63,Pass,1500,Sunday,July,30
576,2024-07-28,Product_B,Line_1,Morning,OP002,M001,BATCH019,230,3,Dent,1.3,Pass,1500,Sunday,July,30
577,2024-07-28,Product_A,Line_1,Afternoon,OP009,M008,BATCH009,134,3,Surface_Finish,2.24,Pass,1500,Sunday,July,30
578,2024-07-28,Product_A,Line_3,Night,OP009,M006,BATCH020,228,18,Dimension_Error,7.89,Fail,9000,Sunday,July,30
579,2024-07-29,Product_B,Line_2,Morning,OP018,M006,BATCH027,154,6,Dent,3.9,Pass,3000,Monday,July,31
580,2024-07-29,Product_D,Line_3,Morning,OP007,M001,BATCH012,270,17,Dimension_Error,6.3,Fail,8500,Monday,July,31
581,2024-07-30,Product_C,Line_1,Afternoon,OP011,M001,BATCH017,183,5,Crack,2.73,Pass,2500,Tuesday,July,31
582,2024-07-31,Product_B,Line_1,Morning,OP003,M003,BATCH004,272,4,Dimension_Error,1.47,Pass,2000,Wednesday,July,31
583,2024-08-01,Product_C,Line_2,Night,OP001,M008,BATCH023,216,11,Crack,5.09,Fail,5500,Thursday,August,31
584,2024-08-01,Product_B,Line_2,Afternoon,OP019,M009,BATCH043,234,7,Scratch,2.99,Pass,3500,Thursday,August,31
585,2024-08-01,Product_B,Line_3,Morning,OP015,M005,BATCH043,124,2,Surface_Finish,1.61,Pass,1000,Thursday,August,31
586,2024-08-01,Product_A,Line_2,Morning,OP016,M008,BATCH049,116,1,Scratch,0.86,Pass,500,Thursday,August,31
587,2024-08-01,Product_C,Line_3,Morning,OP020,M003,BATCH023,173,6,Scratch,3.47,Pass,3000,Thursday,August,31
588,2024-08-01,Product_C,Line_3,Afternoon,OP011,M009,BATCH046,106,4,Crack,3.77,Pass,2000,Thursday,August,31
589,2024-08-02,Product_B,Line_2,Morning,OP010,M004,BATCH018,130,2,Scratch,1.54,Pass,1000,Friday,August,31
590,2024-08-02,Product_B,Line_2,Afternoon,OP003,M001,BATCH048,210,3,Dent,1.43,Pass,1500,Friday,August,31
591,2024-08-03,Product_D,Line_3,Afternoon,OP018,M004,BATCH045,211,6,Scratch,2.84,Pass,3000,Saturday,August,31
592,2024-08-03,Product_B,Line_1,Morning,OP008,M009,BATCH038,219,7,Surface_Finish,3.2,Pass,3500,Saturday,August,31
593,2024-08-03,Product_C,Line_1,Afternoon,OP004,M005,BATCH048,180,2,Surface_Finish,1.11,Pass,1000,Saturday,August,31
594,2024-08-05,Product_D,Line_1,Morning,OP018,M004,BATCH049,144,2,Surface_Finish,1.39,Pass,1000,Monday,August,32
595,2024-08-05,Product_A,Line_1,Night,OP012,M002,BATCH043,267,8,Dent,3.0,Pass,4000,Monday,August,32
596,2024-08-05,Product_B,Line_1,Morning,OP012,M001,BATCH037,268,10,Surface_Finish,3.73,Pass,5000,Monday,August,32
597,2024-08-06,Product_D,Line_3,Morning,OP011,M008,BATCH037,252,17,Scratch,6.75,Fail,8500,Tuesday,August,32
598,2024-08-07,Product_A,Line_2,Morning,OP014,M001,BATCH001,248,7,Dent,2.82,Pass,3500,Wednesday,August,32
599,2024-08-07,Product_D,Line_1,Night,OP011,M005,BATCH014,194,9,Surface_Finish,4.64,Pass,4500,Wednesday,August,32
600,2024-08-07,Product_A,Line_2,Night,OP010,M004,BATCH004,197,6,Dent,3.05,Pass,3000,Wednesday,August,32
601,2024-08-07,Product_B,Line_1,Night,OP016,M003,BATCH045,297,11,Scratch,3.7,Pass,5500,Wednesday,August,32
602,2024-08-07,Product_A,Line_1,Morning,OP010,M009,BATCH002,261,4,Surface_Finish,1.53,Pass,2000,Wednesday,August,32
603,2024-08-08,Product_B,Line_2,Night,OP003,M003,BATCH024,178,9,Dent,5.06,Fail,4500,Thursday,August,32
604,2024-08-08,Product_D,Line_1,Afternoon,OP014,M005,BATCH008,276,4,Surface_Finish,1.45,Pass,2000,Thursday,August,32
605,2024-08-09,Product_D,Line_3,Night,OP003,M008,BATCH009,187,10,Dent,5.35,Fail,5000,Friday,August,32
606,2024-08-09,Product_D,Line_3,Morning,OP010,M005,BATCH016,113,4,Crack,3.54,Pass,2000,Friday,August,32
607,2024-08-09,Product_A,Line_3,Afternoon,OP004,M008,BATCH025,265,7,Crack,2.64,Pass,3500,Friday,August,32
608,2024-08-09,Product_A,Line_1,Afternoon,OP008,M005,BATCH020,221,3,Surface_Finish,1.36,Pass,1500,Friday,August,32
609,2024-08-09,Product_D,Line_3,Night,OP013,M001,BATCH009,271,8,Scratch,2.95,Pass,4000,Friday,August,32
610,2024-08-09,Product_B,Line_2,Afternoon,OP006,M006,BATCH042,207,5,Scratch,2.42,Pass,2500,Friday,August,32
611,2024-08-09,Product_B,Line_1,Afternoon,OP002,M006,BATCH014,212,2,Surface_Finish,0.94,Pass,1000,Friday,August,32
612,2024-08-09,Product_C,Line_3,Night,OP020,M001,BATCH010,296,19,Crack,6.42,Fail,9500,Friday,August,32
613,2024-08-09,Product_A,Line_3,Morning,OP002,M005,BATCH028,185,3,Dent,1.62,Pass,1500,Friday,August,32
614,2024-08-10,Product_A,Line_2,Night,OP010,M009,BATCH003,280,12,Dent,4.29,Pass,6000,Saturday,August,32
615,2024-08-10,Product_D,Line_3,Morning,OP017,M006,BATCH038,196,5,Scratch,2.55,Pass,2500,Saturday,August,32
616,2024-08-10,Product_C,Line_1,Morning,OP015,M002,BATCH034,236,3,Scratch,1.27,Pass,1500,Saturday,August,32
617,2024-08-11,Product_B,Line_1,Night,OP014,M008,BATCH034,261,6,Dimension_Error,2.3,Pass,3000,Sunday,August,32
618,2024-08-11,Product_B,Line_1,Night,OP008,M006,BATCH017,206,9,Crack,4.37,Pass,4500,Sunday,August,32
619,2024-08-13,Product_B,Line_3,Morning,OP001,M006,BATCH045,252,9,Dimension_Error,3.57,Pass,4500,Tuesday,August,33
620,2024-08-13,Product_C,Line_1,Afternoon,OP004,M003,BATCH023,184,5,Surface_Finish,2.72,Pass,2500,Tuesday,August,33
621,2024-08-13,Product_A,Line_1,Afternoon,OP002,M008,BATCH034,199,8,Dimension_Error,4.02,Pass,4000,Tuesday,August,33
622,2024-08-14,Product_A,Line_1,Night,OP009,M008,BATCH017,135,3,Dimension_Error,2.22,Pass,1500,Wednesday,August,33
623,2024-08-14,Product_A,Line_2,Morning,OP018,M006,BATCH016,212,2,Dent,0.94,Pass,1000,Wednesday,August,33
624,2024-08-14,Product_C,Line_2,Afternoon,OP003,M003,BATCH045,252,4,Crack,1.59,Pass,2000,Wednesday,August,33
625,2024-08-14,Product_C,Line_1,Morning,OP017,M005,BATCH037,146,2,Crack,1.37,Pass,1000,Wednesday,August,33
626,2024-08-14,Product_A,Line_1,Afternoon,OP013,M003,BATCH017,220,3,Dimension_Error,1.36,Pass,1500,Wednesday,August,33
627,2024-08-14,Product_D,Line_2,Afternoon,OP018,M004,BATCH018,107,1,Dimension_Error,0.93,Pass,500,Wednesday,August,33
